frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,200477.321560,80598.000000,11055.148529
4,578192.959426,240714.000000,1538.502519
8,253535.231808,210838.000000,822.913118
16,373300.304633,225570.000000,2650.039056
32,214676.699197,109259.000000,9945.227599
64,593670.292130,256470.000000,4400.263174
128,238641.197129,140271.000000,6942.703292
256,410001.868802,119136.000000,8647.539419
512,578660.588233,255866.000000,62797.988813
1024,625808.205981,225128.000000,39383.569874
2048,277537.185505,88916.000000,9865.700127
4096,70430.778897,18201.000000,27405.176628
8192,462875.367865,192579.000000,212134.137408
16384,512226.059979,230305.000000,246432.841783
32768,152568.629230,47875.000000,62115.643126
65536,633646.515750,158366.000000,534388.827885
