frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
65536,207195.320531,122018.000000,240943.186197,58421.000000,213312.124182,83686.000000,207207.985203,122018.000000,207195.353823,122018.000000,207195.308424,122018.000000
16384,138707.995285,88944.000000,205369.521962,41932.000000,136850.095879,72838.000000,138708.014397,88944.000000,138707.995285,88944.000000,138707.995285,88944.000000
16,109459.190185,79965.000000,296620.336481,40776.000000,114700.737792,44315.000000,109459.190185,79965.000000,109459.190185,79965.000000,109459.190185,79965.000000
1024,182439.494036,115907.000000,214885.684700,62391.000000,186003.466237,88711.000000,181662.873265,115907.000000,182439.494036,115907.000000,182439.494036,115907.000000
4,111650.372628,54437.000000,121779.648505,35647.000000,110353.546635,52468.000000,111650.372628,54437.000000,111650.372628,54437.000000,111650.372628,54437.000000
2,155266.458380,102949.000000,208120.970808,45522.000000,153711.537765,102949.000000,155266.458380,102949.000000,155266.458380,102949.000000,155266.458380,102949.000000
32,245505.419645,185017.000000,505910.122130,122923.000000,245514.590845,185017.000000,245506.937951,185017.000000,245505.419645,185017.000000,245505.419645,185017.000000
2048,317878.156565,144345.000000,880358.563217,90467.000000,418524.847825,125073.000000,317878.156565,144345.000000,317878.156565,144345.000000,317878.156565,144345.000000
512,203842.202993,96609.000000,238840.818067,52036.000000,210749.777412,84180.000000,203842.332017,96609.000000,203842.202993,96609.000000,203842.202993,96609.000000
4096,554324.439582,235646.000000,599608.692842,118191.000000,579719.950141,168157.000000,554324.439582,235646.000000,554324.439582,235646.000000,554324.439582,235646.000000
8,450475.576158,211610.000000,733024.825477,140435.000000,466403.022562,211610.000000,450475.576158,211610.000000,450475.576158,211610.000000,450475.576158,211610.000000
128,411577.056011,257964.000000,1178012.178227,156428.000000,1060804.933056,213016.000000,862980.004564,224342.000000,869098.523239,224342.000000,411577.056011,257964.000000
32768,659804.687669,266541.000000,934851.426228,112737.000000,836070.146566,149150.000000,704243.547034,242158.000000,659804.687669,266541.000000,659804.687669,266541.000000
256,456941.474598,226988.000000,1489025.414691,177487.000000,1433373.433826,194616.000000,456941.474598,226988.000000,456941.474598,226988.000000,456941.474598,226988.000000
64,542096.427323,329379.000000,1980420.588477,206652.000000,1851079.351689,212346.000000,542096.427323,329379.000000,542096.427323,329379.000000,542096.427323,329379.000000
8192,834734.122151,314276.000000,1940333.227206,263664.000000,1345087.754323,267254.000000,1238414.034887,276334.000000,834734.122151,314276.000000,834734.122151,314276.000000
