frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
4096,49362.658275,18280.000000,72848.632341,12079.000000,50182.015603,13839.000000,49363.798486,18280.000000,49362.658275,18280.000000,49362.658275,18280.000000
2,135745.979373,80598.000000,214404.630584,65654.000000,178081.987152,80598.000000,135745.979373,80598.000000,135745.979373,80598.000000,135745.979373,80598.000000
32768,105851.101213,52212.000000,180821.915522,33613.000000,127029.835810,52212.000000,105851.101213,52212.000000,105851.101213,52212.000000,105851.101213,52212.000000
32,159264.932364,109259.000000,1124807.977405,89044.000000,1038854.789625,92131.000000,159264.932364,109259.000000,159264.932364,109259.000000,159264.932364,109259.000000
2048,194979.767871,91093.000000,258664.443105,62884.000000,231166.016103,62884.000000,194979.767871,91093.000000,194979.767871,91093.000000,194979.767871,91093.000000
128,189251.467001,140271.000000,999522.136850,82479.000000,1110668.138031,106031.000000,189251.467001,140271.000000,189251.467001,140271.000000,189251.467001,140271.000000
256,309965.431260,247370.000000,511213.253688,79721.000000,273035.441991,95966.000000,309965.431260,247370.000000,309965.431260,247370.000000,309965.431260,247370.000000
65536,433608.413024,157653.000000,425043.760800,123280.000000,428040.701250,129775.000000,433608.413024,157653.000000,433608.413024,157653.000000,433608.413024,157653.000000
16,291768.914861,225570.000000,888892.147591,123696.000000,752550.977929,144150.000000,291785.784813,225570.000000,291768.914861,225570.000000,291768.914861,225570.000000
8192,307193.259588,193788.000000,507208.190188,67094.000000,334881.078274,92881.000000,323448.107390,147069.000000,307193.259588,193788.000000,307193.259588,193788.000000
512,388316.616776,246247.000000,551008.236134,111243.000000,502794.478894,174602.000000,388316.616776,246247.000000,388316.616776,246247.000000,388316.616776,246247.000000
16384,315314.753543,230305.000000,709067.412330,111107.000000,600791.588020,148149.000000,312625.494483,230305.000000,315314.753543,230305.000000,315314.753543,230305.000000
64,420791.896634,237849.000000,1318623.023388,202569.000000,420793.454713,237849.000000,420791.896634,237849.000000,420791.896634,237849.000000,420791.896634,237849.000000
4,362866.350107,240714.000000,560283.316622,110730.000000,500555.822033,140495.000000,362753.412731,240714.000000,362866.350107,240714.000000,362866.350107,240714.000000
8,220329.950109,210838.000000,1010415.450672,113387.000000,784406.186748,122683.000000,220329.950109,210838.000000,220329.950109,210838.000000,220329.950109,210838.000000
1024,438658.510560,202969.000000,569750.750333,202969.000000,451993.123429,202969.000000,428904.902569,202969.000000,438658.510560,202969.000000,438658.510560,202969.000000
