frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
16,103442.228442,24426.000000,103442.228442,24426.000000,103442.228442,24426.000000,103442.228442,24426.000000,103442.228442,24426.000000,103442.228442,24426.000000
1024,98072.881481,30019.000000,98072.881481,30019.000000,98072.881481,30019.000000,98072.881481,30019.000000,98072.881481,30019.000000,98072.881481,30019.000000
8,86599.783978,30302.000000,86599.783978,30302.000000,86599.783978,30302.000000,86599.783978,30302.000000,86599.783978,30302.000000,86599.783978,30302.000000
2048,99062.284508,37344.000000,99062.284508,37344.000000,99062.284508,37344.000000,99062.284508,37344.000000,99062.284508,37344.000000,99062.284508,37344.000000
32,163362.750139,138223.000000,163362.750139,138223.000000,163362.750139,138223.000000,163362.750139,138223.000000,163362.750139,138223.000000,163362.750139,138223.000000
256,137828.927377,58472.000000,137828.927377,58472.000000,137828.927377,58472.000000,137828.927377,58472.000000,137828.927377,58472.000000,137828.927377,58472.000000
2,130957.824226,55082.000000,130957.824226,55082.000000,130957.824226,55082.000000,130957.824226,55082.000000,130957.824226,55082.000000,130957.824226,55082.000000
4,194608.776852,120758.000000,194608.776852,120758.000000,194608.776852,120758.000000,194608.776852,120758.000000,194608.776852,120758.000000,194608.776852,120758.000000
16384,203965.842726,115114.000000,203965.842726,115114.000000,203965.842726,115114.000000,203965.842726,115114.000000,203965.842726,115114.000000,203965.842726,115114.000000
64,269742.880136,136308.000000,269742.880136,136308.000000,269742.880136,136308.000000,269742.880136,136308.000000,269742.880136,136308.000000,269742.880136,136308.000000
512,170393.345166,104526.000000,170393.345166,104526.000000,170393.345166,104526.000000,170393.345166,104526.000000,170393.345166,104526.000000,170393.345166,104526.000000
8192,234155.926908,132919.000000,234155.926908,132919.000000,234155.926908,132919.000000,234155.926908,132919.000000,234155.926908,132919.000000,234155.926908,132919.000000
128,201602.377285,140299.000000,201602.377285,140299.000000,201602.377285,140299.000000,201602.377285,140299.000000,201602.377285,140299.000000,201602.377285,140299.000000
65536,234249.431438,123786.000000,234249.431438,123786.000000,234249.431438,123786.000000,234249.431438,123786.000000,234249.431438,123786.000000,234249.431438,123786.000000
4096,248541.038320,134346.000000,248541.038320,134346.000000,248541.038320,134346.000000,248541.038320,134346.000000,248541.038320,134346.000000,248541.038320,134346.000000
32768,255154.868066,151675.000000,255154.868066,151675.000000,255154.868066,151675.000000,255154.868066,151675.000000,255154.868066,151675.000000,255154.868066,151675.000000
