frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,138238.394623,139756.675050,139664.641323,136262.480199,138305.049590,139528.920837
65536,265904.197248,265968.111940,265968.111940,265904.197248,265968.111940,273679.882697
32,340698.980392,310195.732124,319542.834656,319522.353224,319558.384063,319542.181397
2,191047.934433,181467.356409,177715.229570,178256.593152,185047.927881,185069.389306
2048,256951.842591,251273.670437,237800.504674,216794.575746,218926.769229,220188.421383
4,255448.543286,236954.075166,225246.399083,232429.347669,232429.347669,225246.399083
8,506368.820624,523756.462318,523756.462318,523757.216262,523757.216262,523756.462318
128,728714.474054,713146.180291,718131.778188,695811.625276,616351.395578,614682.943612
64,680168.270504,639298.294900,650356.968433,608115.408900,622195.944732,627579.006224
4096,931889.501596,901611.819947,854762.405542,817630.960803,822570.915477,814057.804142
8192,1014290.593687,977380.189099,843918.344292,791564.374559,741423.214482,735090.080826
256,701431.102454,643079.695701,612378.742608,619158.004051,616331.577329,616331.577329
512,1109378.283630,968237.203252,876389.138015,938143.122247,938143.122247,925556.484175
1024,1148948.588574,1094025.490394,993657.825403,899780.450957,903821.796912,884116.245257
16384,1383387.929781,1381053.127265,1372564.688711,1381402.718581,1366580.828397,1172343.063465
32768,1667865.351163,1719322.359274,1611763.409196,1777924.010053,1416197.403540,1406169.403391
