frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
2,127214.359901,45288.000000,131725.906423,34019.000000,131973.618205,34019.000000,127548.181461,44510.000000,127214.359901,45288.000000,127214.359901,45288.000000
8192,365104.332689,117867.000000,408098.452296,37106.000000,418801.764520,43158.000000,391594.649285,79441.000000,354379.961682,117867.000000,357227.947342,117867.000000
8,245187.349792,85337.000000,246859.363942,85337.000000,242209.425595,85337.000000,245187.349792,85337.000000,245187.349792,85337.000000,245187.349792,85337.000000
32,209787.497282,108567.000000,209787.497282,108567.000000,209787.497282,108567.000000,209787.497282,108567.000000,209787.497282,108567.000000,209787.497282,108567.000000
64,443027.795227,209206.000000,444139.138686,209206.000000,443027.795227,209206.000000,443027.795227,209206.000000,443027.795227,209206.000000,443027.795227,209206.000000
1024,528959.661453,189861.000000,594104.697593,77737.000000,549763.560247,156219.000000,525057.588155,189861.000000,528959.661453,189861.000000,528959.661453,189861.000000
256,418420.668996,230445.000000,490068.683537,103856.000000,462163.661846,109407.000000,423239.269258,153583.000000,418420.668996,230445.000000,418420.668996,230445.000000
16,708050.878473,289555.000000,759851.356551,162656.000000,708050.878473,289555.000000,708050.878473,289555.000000,708050.878473,289555.000000,708050.878473,289555.000000
4,520394.411840,291097.000000,576101.592210,134379.000000,611143.219582,164875.000000,520394.411840,291097.000000,520394.411840,291097.000000,520394.411840,291097.000000
128,550668.990992,267966.000000,624194.821990,180599.000000,537646.514796,212475.000000,550668.990992,267966.000000,550668.990992,267966.000000,550668.990992,267966.000000
2048,468104.873036,285095.000000,567592.003752,44839.000000,543193.764072,84526.000000,535178.492799,155135.000000,512761.620019,252168.000000,468104.873036,285095.000000
16384,513867.843308,258255.000000,678415.484081,100594.000000,706863.813537,109674.000000,716484.859038,109674.000000,608126.322385,127943.000000,588824.516752,142223.000000
512,507469.533453,205428.000000,593004.166035,126933.000000,555787.166449,146807.000000,507469.533453,205428.000000,507469.533453,205428.000000,507469.533453,205428.000000
65536,973892.627025,72960.000000,987561.177318,72960.000000,997040.559085,72960.000000,997306.575266,72960.000000,1017318.110981,72960.000000,977628.177581,72960.000000
32768,1408933.891784,209222.000000,2027946.266645,74207.000000,2014506.988691,74207.000000,1996521.978827,78043.000000,1975459.757222,90457.000000,1783614.796477,155322.000000
4096,1274669.210096,267428.000000,1468959.178083,134253.000000,1367518.633680,159733.000000,1366766.630805,172472.000000,1274669.210096,267428.000000,1274669.210096,267428.000000
