frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,70440.592949,70440.592949,70440.592949,70440.592949,70440.592949,70440.592949
32768,118186.179856,103594.316958,103594.316958,106361.095087,106361.095087,103594.316958
2,267634.911658,267634.911658,267634.911658,267634.911658,267634.911658,267634.911658
64,173668.305568,173668.305568,173668.305568,173668.305568,173668.305568,173668.305568
256,128267.009157,128267.009157,128267.009157,128267.009157,128267.009157,128267.009157
4096,216550.975994,216550.975994,216550.975994,216550.975994,216550.975994,216550.975994
4,178493.540931,178493.540931,178493.540931,178493.540931,178493.540931,178493.540931
16,368960.313476,368960.313476,368960.313476,368960.313476,368960.313476,368960.313476
512,211277.453236,211277.453236,211277.453236,211277.453236,211277.453236,211277.453236
8192,186020.001285,186020.001285,186020.001285,186020.001285,186020.001285,186020.001285
1024,343172.471118,343172.471118,343172.471118,343172.471118,343172.471118,343172.471118
2048,316969.718598,316969.718598,316969.718598,316969.718598,316969.718598,316969.718598
32,494170.795641,494170.795641,494170.795641,494170.795641,494170.795641,494170.795641
65536,375689.619204,375689.619204,375689.619204,375689.619204,375689.619204,375689.619204
128,1463176.974552,350384.534634,350384.534634,350384.534634,350384.534634,350384.534634
16384,437665.509610,437665.509610,437665.509610,437665.509610,437665.509610,437665.509610
