frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,278294.914499,281390.141890,281390.141890,281390.141890,281390.141890,281390.141890
2,319373.233099,313172.703644,311502.526070,323793.868948,323921.847874,323793.868948
64,355345.984412,322936.197544,311424.297878,313240.478803,313257.620895,313266.728184
2048,749074.062809,727235.922720,660214.350112,506012.951471,505545.734850,506229.265518
8,435295.397611,416118.899722,442697.532700,442697.532700,442744.306964,442697.532700
1024,1034345.235454,733799.338013,610416.628864,595747.523789,597492.088829,595803.733749
32768,565528.764890,554194.275832,537965.384991,523172.024026,536539.174946,535424.307307
128,687369.196747,670847.154362,556631.773534,554711.855995,554711.855995,554691.664871
16,556074.725385,512354.584318,531690.006864,505649.448586,505575.978342,505639.768262
256,536557.818904,548435.957354,512592.891718,390137.521035,387416.324669,384762.201161
8192,626036.896144,602274.206571,583495.643871,544215.632609,544004.640220,402392.030106
512,949403.218154,927295.996624,921249.115601,914858.715299,942315.155139,937444.532225
16384,894006.381028,884087.536425,875976.119966,862178.978527,856851.498468,699629.611841
32,848355.013029,761288.666315,769564.734541,769564.734541,787154.008334,703539.464022
4096,1475931.241444,1476235.655456,1405970.615684,1372445.414340,1411243.280752,1375114.369915
65536,2842156.741445,2842580.071331,2833181.663874,2866411.835378,2846135.242065,2446654.306881
