frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
4,115085.187353,46429.000000,161803.962720,23410.000000,152502.029646,31918.000000,118673.828623,46429.000000,117266.548406,46429.000000,115085.187353,46429.000000
65536,146748.834196,41209.000000,116695.865398,11763.000000,115832.221394,13134.000000,115912.488426,13134.000000,116985.502337,16339.000000,123167.708836,22239.000000
16,269030.953492,120641.000000,311210.027735,71184.000000,309614.564079,93266.000000,269105.664968,120641.000000,269089.533999,120641.000000,269127.934503,120641.000000
8,122518.129238,54529.000000,123966.730803,24687.000000,117740.729448,30487.000000,120083.896035,47395.000000,122576.719890,54529.000000,122518.129238,54529.000000
4096,323137.627893,111643.000000,566495.391468,37373.000000,556754.240611,37704.000000,499760.653190,47110.000000,446989.177939,70742.000000,326500.270684,111643.000000
32,229942.201266,158493.000000,318872.434199,76255.000000,247584.357713,112929.000000,240085.879597,135376.000000,229942.201266,158493.000000,229942.201266,158493.000000
2,162439.796189,97593.000000,236358.155677,52384.000000,242758.284942,59125.000000,197828.745141,55959.000000,161454.629797,81811.000000,162439.796189,97593.000000
128,312071.013226,141455.000000,294705.134202,81028.000000,287682.470660,93826.000000,302533.675805,141455.000000,312074.809413,141455.000000,312071.013226,141455.000000
64,367917.108635,201058.000000,425462.734595,55980.000000,403597.063381,65299.000000,368097.368210,91560.000000,353568.706950,142808.000000,367872.203930,201058.000000
512,472875.293955,206974.000000,582305.025093,87557.000000,681835.919214,64441.000000,579219.975192,101972.000000,500516.406047,199521.000000,472875.293955,206974.000000
256,667581.414693,236778.000000,915526.258412,67234.000000,837514.746581,125677.000000,908448.809547,187653.000000,816595.043975,213943.000000,667581.414693,236778.000000
1024,539574.727956,281211.000000,690201.751141,67325.000000,684435.854523,82307.000000,673439.278102,91505.000000,659285.650184,107256.000000,621626.936229,134515.000000
2048,664941.673558,260478.000000,1028199.564038,38532.000000,1071427.176250,40104.000000,1025272.099755,45767.000000,933946.808973,64404.000000,806940.895189,93678.000000
8192,606791.381453,272353.000000,787464.212073,72990.000000,800129.933845,74158.000000,787795.993395,75717.000000,777779.516367,75717.000000,758080.162827,76992.000000
32768,648795.297048,207140.000000,830304.917644,96131.000000,856337.689408,135011.000000,858411.283819,135011.000000,853805.529777,135011.000000,857338.175887,126519.000000
16384,1164614.245964,75520.000000,1190370.169238,39634.000000,1217695.026498,38341.000000,1197893.148910,42168.000000,1163995.673127,54653.000000,1150858.344326,75520.000000
