frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
8,215558.126460,144170.000000,251749.134592,33672.000000,229675.589145,57387.000000,221240.708487,144170.000000,215558.126460,144170.000000,215558.126460,144170.000000
2,468299.567837,266293.000000,482190.399134,119118.000000,496169.259152,119768.000000,489764.723402,139224.000000,461594.068011,222313.000000,468299.567837,266293.000000
4,350139.236413,234829.000000,339278.597048,66203.000000,321394.326582,99576.000000,335017.437655,181902.000000,343645.589995,118740.000000,350139.236413,234829.000000
2048,394521.981304,205348.000000,396952.841731,23656.000000,388375.259911,27770.000000,377699.512214,42179.000000,380377.081173,56112.000000,378838.539886,88884.000000
16,520545.563527,295673.000000,512018.867729,65739.000000,456688.246502,105829.000000,483216.647261,226784.000000,520545.563527,295673.000000,520545.563527,295673.000000
128,697411.689005,267912.000000,746772.108118,95410.000000,755031.684299,112393.000000,770364.295809,154651.000000,695411.456222,222935.000000,697411.689005,267912.000000
256,679762.828415,258251.000000,814117.529377,63973.000000,752348.009745,81213.000000,704252.254057,118448.000000,722686.166275,178059.000000,768735.535510,242940.000000
512,386281.669732,143591.000000,502118.779807,50712.000000,448614.004297,64314.000000,412739.016991,98771.000000,393544.951882,133242.000000,386281.669732,143591.000000
64,717817.863728,283899.000000,960050.934253,90458.000000,875237.221753,112508.000000,797852.375051,162248.000000,748092.560452,205904.000000,717817.863728,283899.000000
32,542068.036073,260470.000000,597701.365500,102301.000000,580497.675281,128184.000000,588728.760514,137656.000000,526769.502750,192567.000000,542068.036073,260470.000000
1024,557279.144115,199546.000000,1150812.365201,56503.000000,1024190.951036,70463.000000,1009782.152954,82842.000000,784742.520065,130295.000000,557279.144115,199546.000000
65536,684601.831944,264267.000000,1167716.912089,145802.000000,1124896.826572,201562.000000,1124896.826572,201562.000000,1124896.826572,201562.000000,1109875.480803,204063.000000
16384,596622.313311,216190.000000,1150436.943937,56303.000000,1165254.312694,56303.000000,1153234.421327,56303.000000,1114943.535630,63772.000000,1069800.451295,89285.000000
32768,966485.025724,238315.000000,1312375.263555,98170.000000,1314185.198367,98170.000000,1306842.752908,98170.000000,1291680.428176,98170.000000,1263859.872039,98170.000000
4096,1198055.688724,285204.000000,2051825.451347,129361.000000,2065551.897461,129361.000000,1882969.669423,148692.000000,1695619.901502,148692.000000,1496711.160490,218513.000000
8192,887470.905024,281131.000000,1310203.054637,70799.000000,1290651.073336,71632.000000,1250621.792041,73606.000000,1131683.534229,82304.000000,1068913.549561,167330.000000
