frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16384,330951.158918,323279.734442,301436.386453,309250.923698,313326.924089,313105.581964
4096,549886.125049,559595.061563,503238.842296,399707.879691,309819.567221,279454.645635
64,318446.642083,247573.319015,255667.190695,255667.190695,259959.787009,255643.433653
16,388551.326130,282059.646499,248263.379772,248263.379772,248263.379772,248271.994959
2,193144.360901,196491.241428,196412.488597,177221.228878,177079.485319,177214.654651
2048,956073.669773,937528.561171,944729.063692,908633.733344,818580.596045,818515.875957
1024,560457.625897,555370.560903,500916.145167,551710.569508,450519.372387,450450.619799
512,473820.392351,425120.015553,378612.335648,375297.915326,364970.481221,364970.481221
32,538886.218340,417233.718560,417927.686116,413075.716679,425660.444312,400094.411401
8,434899.790656,368208.820466,326968.364178,343698.165986,343698.165986,343698.165986
8192,1218751.378626,1251480.886038,1267141.215449,1256141.194633,1291320.856349,688745.393541
65536,882448.484019,882448.484019,864442.019225,832126.674419,813067.582596,768309.641139
4,631833.303647,603051.666970,620236.429340,614256.688297,614256.688297,620236.429340
128,619976.901602,611511.584495,559774.590329,545268.937232,545268.937232,543189.538989
256,733974.235318,659331.854921,632339.810038,657740.033918,683043.066003,571506.782204
32768,1544933.018289,1543869.932370,1544435.234111,1549380.818741,1577034.683626,1452830.374975
