frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,468601.856322,12252.000000,9093.798546
4,372255.811999,15273.000000,729.440196
8,751742.502599,15933.000000,89.375612
16,1309000.451861,27523.000000,60.224580
32,3553355.306661,45141.000000,163166.393157
64,937233.432476,19050.000000,7313.919196
128,167247.442378,4958.000000,18210.006315
256,2027118.983466,31524.000000,254270.646709
512,309064.776445,16132.000000,3259.131786
1024,1363779.123896,23234.000000,81227.854385
2048,1589882.259009,33508.000000,167480.628071
4096,677039.769983,15762.000000,140455.194325
8192,1470616.925459,26502.000000,1014121.424529
16384,1850873.823346,30687.000000,440436.796223
32768,5005743.008088,90664.000000,434742.310263
65536,2516309.544931,53423.000000,2515593.859237
