frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,297027.640923,9617.000000,683.552485
4,756321.019748,15180.000000,10959.124600
8,1159447.577736,20278.000000,17137.153410
16,1694673.400231,28636.000000,238.495283
32,1904557.570256,66558.000000,6908.088158
64,1060856.903533,25297.000000,39197.787680
128,133968.780259,4931.000000,7827.801990
256,1158861.206394,19267.000000,107011.820758
512,2637820.549845,39301.000000,104818.178509
1024,622341.029226,14558.000000,71903.120009
2048,688683.621771,12124.000000,21367.900458
4096,384138.530204,9745.000000,177001.706387
8192,706598.312886,15134.000000,136694.053942
16384,743240.050096,17034.000000,490493.096735
32768,1401466.270824,27961.000000,986116.896157
65536,1883370.185778,35781.000000,492836.010260
