frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,164723.152826,6345.000000,1183.892732
4,1633473.054893,37286.000000,5424.087481
8,636650.861562,11689.000000,17887.973278
16,904675.473388,19404.000000,1571.334147
32,113934.447521,3630.000000,1971.973884
64,2812780.172272,39463.000000,135536.379209
128,2483396.400064,37029.000000,206861.793396
256,777241.626383,14270.000000,63142.162000
512,776004.018728,14108.000000,104086.635117
1024,542837.548838,14787.000000,114850.241254
2048,821404.184997,37265.000000,53679.550445
4096,1333537.647658,32805.000000,809645.101008
8192,2098331.001629,41977.000000,916604.570908
16384,621660.035504,12485.000000,299432.136283
32768,1431439.674948,24269.000000,472316.881118
65536,2202347.618813,31879.000000,905879.315502
