frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,486888.488976,12532.000000,8816.246594
4,3344498.940077,53001.000000,72852.411937
8,305899.345462,7014.000000,3622.917885
16,1258836.487367,23647.000000,4535.175741
32,1000401.879291,18678.000000,59554.989950
64,298856.273426,7474.000000,33124.555514
128,1967698.436400,42948.000000,130487.609301
256,1378654.238548,28754.000000,52197.676481
512,3705617.465631,47883.000000,417669.844502
1024,1856326.643485,32745.000000,408561.645477
2048,2276500.014262,39607.000000,256823.266952
4096,1837739.845100,26518.000000,644318.749652
8192,259358.620385,11537.000000,95208.987144
16384,635628.157664,17748.000000,158362.275100
32768,2151938.209372,36732.000000,1330932.885731
65536,956668.765716,19136.000000,566661.191430
