frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,423284.364380,9739.000000,215.151110
4,770534.761864,18465.000000,256.380576
8,884575.184285,19990.000000,69.303680
16,2188232.934263,35079.000000,105573.672120
32,1970612.799793,30627.000000,49514.572491
64,1610875.308457,23015.000000,61717.868069
128,798746.633611,19679.000000,42496.557755
256,468528.307016,10626.000000,53885.535276
512,1211874.348040,25122.000000,102226.518678
1024,1813466.385100,39375.000000,378899.300407
2048,207629.112111,7260.000000,30606.405767
4096,1224090.970967,38731.000000,176165.159024
8192,2596625.750613,37823.000000,492153.456053
16384,721635.566335,18394.000000,265922.922904
32768,863763.715485,20470.000000,470638.395804
65536,2658160.322019,44940.000000,1753785.872117
