frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,883634.262041,19191.000000,2985.538142
4,541580.452291,15803.000000,5185.781426
8,265045.405712,9234.000000,909.428392
16,18658440.017313,228545.000000,11520.623204
32,471989.760112,11431.000000,25616.679293
64,1447053.358620,22876.000000,32256.948755
128,898953.494542,19494.000000,40102.860297
256,329083.575046,7443.000000,14750.319285
512,512209.677825,10149.000000,47059.143341
1024,1866321.370857,31812.000000,180314.826592
2048,4178325.424014,67658.000000,862504.813310
4096,1815538.250630,34165.000000,604757.696307
8192,1318535.108489,37310.000000,133182.320891
16384,851237.646067,17355.000000,582805.188947
32768,1949764.481946,35141.000000,1465846.464284
65536,1732133.365146,32699.000000,1498011.314776
