arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
32,1500.000000,600,183161667.577099
32,8000.000000,3000,994449922.750125
32,300.000000,150,31891446.899429
32,13.000000,262144,56045155.621556
32,15.300000,32768,77448848.462567
32,19.700000,4096,117726455.430262
32,32.300000,512,190953851.019878
32,90.000000,36,258876353.864697
32,90.000000,27,272027605.260585
32,90.000000,18,285674627.175198
