arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
30,300.000000,150,32678435.615151
30,8000.000000,3000,993786726.173021
30,1500.000000,600,180325900.242227
30,13.000000,262144,62458921.617423
30,15.300000,32768,83169952.320540
30,19.700000,4096,118299756.246550
30,32.300000,512,196741692.481548
30,90.000000,36,263463513.905909
30,90.000000,27,277807838.970670
30,90.000000,18,291550909.442739
