frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,244520.249442,131546.000000,88.836929
4,251732.175464,150281.000000,449.861090
8,315374.667450,116152.000000,521.755690
16,399808.870358,176798.000000,291.274784
32,290222.025939,132042.000000,31327.359145
64,643057.056765,249641.000000,1491.035211
128,366856.194959,217004.000000,633.932962
256,927853.896519,277065.000000,2207.937952
512,399513.100753,171448.000000,15451.190796
1024,520913.887184,206354.000000,60601.025750
2048,649954.517719,267565.000000,129643.375241
4096,729150.025966,266220.000000,265732.096469
8192,1012102.334942,297118.000000,558833.693203
16384,1224868.282913,138952.000000,86070.754057
32768,361017.712675,175021.000000,256685.166437
65536,1157363.016983,231712.000000,1064545.648739
