frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,121999.392806,57689.000000,1137.979350
4,137195.456448,52890.000000,234.721111
8,355960.647794,82101.000000,4068.765169
16,197800.157993,90985.000000,4543.574144
32,231883.074822,122654.000000,14274.836777
64,319162.345216,101395.000000,1703.875582
128,278104.181502,169520.000000,491.112004
256,366519.426115,204429.000000,1050.528438
512,714077.796379,313025.000000,98961.401491
1024,433051.163564,218458.000000,33819.981328
2048,441312.609300,222264.000000,222368.596447
4096,727930.157451,248527.000000,13791.913500
8192,297528.669918,104681.000000,233895.794259
16384,410041.877430,177501.000000,192307.948143
32768,443457.672828,124687.000000,289653.907804
65536,1223542.497411,231968.000000,1010387.499533
