frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,185531.297826,87577.000000,119.050409
4,156804.706989,81263.000000,605.902632
8,375422.841129,254975.000000,644.029502
16,414567.003816,235431.000000,1101.615632
32,107669.576594,37631.000000,8137.448617
64,140074.935884,63095.000000,427.176778
128,266534.111607,153970.000000,9880.743140
256,428628.493803,209615.000000,11522.138517
512,241697.357125,145908.000000,2994.280548
1024,560539.478692,264201.000000,11437.938276
2048,442120.264888,217860.000000,9086.932156
4096,398140.452759,233285.000000,21858.656660
8192,451752.489305,194450.000000,273004.503970
16384,306379.458435,91591.000000,132414.647513
32768,540742.025378,204230.000000,377415.484564
65536,366010.744150,151242.000000,356385.504361
