frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,296529.854082,181825.000000,1675.132532
4,158831.683829,76069.000000,332.798738
8,318500.988471,206083.000000,4293.938286
16,126525.291875,49778.000000,175.638834
32,431004.955420,218678.000000,2460.267465
64,302214.202085,147171.000000,1041.219477
128,322377.609979,223897.000000,4159.841463
256,411305.300441,203768.000000,1663.376686
512,519514.916385,225346.000000,2350.031489
1024,572696.181659,281539.000000,92484.794804
2048,835785.005317,270343.000000,275524.773788
4096,336151.581531,125742.000000,65058.256732
8192,161686.771259,37576.000000,31723.635763
16384,709963.043878,257693.000000,529883.927644
32768,732479.682296,274113.000000,356098.172481
65536,1967602.717520,239853.000000,1911860.307493
