frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,320430.820035,160790.000000,121.033053
4,460834.607312,150290.000000,100.980196
8,459047.434382,249070.000000,68.461668
16,195271.365384,103240.000000,208.944969
32,187441.193367,116161.000000,915.329995
64,401583.356688,208291.000000,613.566622
128,470621.875074,267092.000000,2751.922419
256,228296.995136,79069.000000,6678.026280
512,522786.576273,266247.000000,12260.993149
1024,247812.477333,126508.000000,3901.971681
2048,328457.492343,162600.000000,49552.937148
4096,228029.452578,87202.000000,31586.439860
8192,348597.988107,128866.000000,22820.603016
16384,931774.934031,153632.000000,327980.393839
32768,679729.719991,218005.000000,213171.065264
65536,985351.479999,180652.000000,854444.070402
