frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,287969.705073,125549.000000,618.182821
4,73995.167768,21229.000000,408.794569
8,163331.786597,75759.000000,128.428969
16,275516.873008,79378.000000,657.805442
32,288892.924408,175052.000000,384.560788
64,94084.004071,27872.000000,1703.154133
128,503167.825036,272015.000000,3628.748820
256,273837.182789,94525.000000,8732.272327
512,424000.479026,239045.000000,7273.195859
1024,231655.800786,132667.000000,3630.411960
2048,540992.072207,254953.000000,220403.229141
4096,530695.457796,214431.000000,275693.942157
8192,545029.970225,296140.000000,173120.926098
16384,392236.932352,120183.000000,145163.711471
32768,729212.158206,299171.000000,717434.441829
65536,849709.817798,162209.000000,843728.674908
