frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,199846.002922,90976.000000,127.243860
4,117752.922087,76027.000000,3159.188187
8,212531.437242,82489.000000,439.322205
16,307463.829250,202189.000000,89.325248
32,184196.919858,81251.000000,2561.795854
64,478392.938601,249063.000000,1335.670992
128,194937.699276,70271.000000,8610.919347
256,199620.946511,119797.000000,3329.503266
512,382719.519507,217021.000000,6871.512061
1024,325470.627400,182758.000000,8145.571312
2048,318448.421681,144328.000000,29028.685709
4096,443568.271226,244221.000000,56225.781168
8192,744760.026074,240881.000000,151175.362348
16384,612966.751364,257637.000000,370556.684796
32768,646111.549463,190665.000000,329308.174786
65536,1583693.237574,294462.000000,1575410.040476
