frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,323307.463131,57932.000000,3985.380910
4,774487.229689,54932.000000,712.433155
8,185354.982860,34518.000000,1041.646773
16,162145.748097,42108.000000,138.061580
32,589354.627404,179685.000000,1562.348233
64,242673.799119,150953.000000,2691.737543
128,123518.968883,36342.000000,3810.230439
256,83743.702916,30225.000000,6384.332620
512,636968.214121,176462.000000,78384.041405
1024,283526.662125,160082.000000,5930.884757
2048,517813.113103,246600.000000,27743.359386
4096,831622.164213,228980.000000,54198.841058
8192,448712.339398,134478.000000,68233.942433
16384,290006.511146,111108.000000,80048.157649
32768,462986.649050,126565.000000,213367.368557
65536,1695119.980623,155654.000000,149443.062084
