frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,83773.368244,20881.000000,62.833112
4,138433.922060,35231.000000,277.265216
8,398773.183809,183730.000000,8743.922690
16,92466.452776,17921.000000,248.577956
32,456315.330940,230930.000000,3840.435913
64,515948.926161,115223.000000,1099.447589
128,333493.493202,200542.000000,2812.895839
256,407939.028415,192200.000000,7750.867564
512,265586.848020,111346.000000,17929.285764
1024,1314579.654464,242703.000000,26854.160981
2048,416112.340057,222405.000000,16012.969743
4096,16342060.434755,496578.000000,6688457.710955
8192,346261.514008,156516.000000,207032.075884
16384,506707.284232,166811.000000,357323.627562
32768,756670.384817,299827.000000,318050.331614
65536,621355.112050,200150.000000,571605.602684
