frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,579405.831249,87207.000000,90.961530
4,4654618.014243,352178.000000,386.786763
8,86339.866279,17844.000000,3107.904600
16,121380.058799,46739.000000,2176.621694
32,399780.985218,209084.000000,223.481543
64,585328.127158,340159.000000,568.007922
128,428786.679569,81761.000000,4905.077267
256,148020.270781,68841.000000,8708.995350
512,374002.125574,216716.000000,32320.749790
1024,732790.100550,164907.000000,328845.257042
2048,236584.480347,114555.000000,6299.777694
4096,114605.986467,45592.000000,12853.714132
8192,347949.977350,193091.000000,30773.818954
16384,463172.981365,242349.000000,302774.358538
32768,208574.131325,47365.000000,128227.815691
65536,203057.549210,72199.000000,0.000000
