frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,327260.138323,179688.000000,115.537873
4,326197.561156,169505.000000,573.616597
8,336232.665098,266121.000000,429.578864
16,413580.442547,285132.000000,374.334075
32,348005.321465,223151.000000,219.704347
64,513330.163876,235015.000000,1929.547356
128,291596.162077,131643.000000,2816.000710
256,411770.809542,200339.000000,7111.428338
512,822144.406160,267413.000000,37796.044185
1024,209617.309975,90817.000000,44306.127770
2048,781760.915473,247724.000000,389486.951950
4096,457635.340169,181799.000000,40084.219513
8192,1481076.031865,273578.000000,903007.866211
16384,1293647.857103,295468.000000,259248.430421
32768,1616189.971143,113152.000000,1533928.582587
65536,2541576.786591,235355.000000,1298636.633094
