frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,153707.552736,44622.000000,262.408079
4,277478.767249,159239.000000,106.202637
8,478352.854186,213160.000000,108.194270
16,699311.233657,282417.000000,83563.367638
32,832533.474888,295649.000000,3740.163232
64,1116977.324991,298523.000000,535.809668
128,619333.505935,286653.000000,4272.310148
256,872086.819583,273426.000000,9134.382574
512,774056.223056,250324.000000,10711.582423
1024,997730.335949,279947.000000,34497.788697
2048,492721.826894,144207.000000,12367.852805
4096,522958.100564,205108.000000,131858.065760
8192,1896999.735107,254745.000000,1008725.701297
16384,2124975.190334,257064.000000,1804276.397345
32768,800029.722015,166629.000000,700560.590802
65536,1523660.920247,289911.000000,418041.897966
