frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,430453.303931,83058.000000,71.182863
4,522736.842573,110648.000000,40415.660727
8,987967.265780,201240.000000,4762.287266
16,692617.349912,96775.000000,59578.680507
32,235022.182111,124878.000000,671.047688
64,183572.389375,74731.000000,242.557210
128,187039.590836,94330.000000,4619.196900
256,165262.600706,48148.000000,11257.828609
512,533474.843177,60605.000000,1533.351232
1024,325001.588932,171834.000000,67212.731034
2048,614550.595362,112408.000000,4708.687821
4096,201773.456614,85841.000000,3948.271647
8192,550035.650009,296317.000000,72526.647275
16384,377135.499952,143243.000000,274962.202315
32768,228642.245513,83850.000000,116608.234628
65536,371200.443386,123912.000000,129499.354079
