frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,241710.740185,81970.000000,150.422738
4,126300.757262,45543.000000,548.572693
8,525945.552992,275079.000000,5720.988289
16,363453.495021,267445.000000,2470.894980
32,135761.594499,50361.000000,4316.377300
64,202573.972615,125931.000000,568.462840
128,598468.917154,258389.000000,1150.863154
256,395862.683280,167774.000000,7975.473340
512,328620.970139,262064.000000,5687.328723
1024,184166.050338,110359.000000,11469.647946
2048,441224.417525,226382.000000,140372.674107
4096,421555.072210,130437.000000,89038.480159
8192,455732.711864,265231.000000,54734.903837
16384,715449.987878,243988.000000,78918.451930
32768,306733.724553,60602.000000,104763.886163
65536,154499.118321,44525.000000,26380.494177
