frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,111978.577326,54601.000000,185.873613
4,115794.198784,47267.000000,1602.664032
8,169805.591257,85490.000000,126.483200
16,259291.506101,189311.000000,22002.360987
32,499251.786499,261282.000000,291.926361
64,174276.516046,59164.000000,11423.725793
128,700805.546481,226868.000000,75015.191941
256,673203.989505,259693.000000,7587.512834
512,669988.819537,263114.000000,4196.660220
1024,800436.330773,271823.000000,103951.024791
2048,699635.613527,264943.000000,64483.779674
4096,1025171.254980,251437.000000,234709.081816
8192,453909.910371,56994.000000,99243.406940
16384,558444.797674,145357.000000,151123.656990
32768,2876161.135600,215899.000000,2859956.205051
65536,1784333.202911,254373.000000,944299.072555
