frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,122340.019045,28326.000000,316.294167
4,1477868.138766,181209.000000,171297.735934
8,975045.762000,128189.000000,581.421534
16,394228.725879,94063.000000,4355.976354
32,225914.321098,61183.000000,6593.721862
64,555262.196577,115205.000000,6405.415521
128,307281.234427,130407.000000,929.082343
256,187414.236508,103101.000000,1377.137974
512,220944.392561,143917.000000,4553.112781
1024,251594.014625,53936.000000,23954.489871
2048,617591.536491,123478.000000,66857.701381
4096,13280498.579600,430733.000000,1566240.009474
8192,364561.689737,232979.000000,45310.599985
16384,435843.443816,182593.000000,247842.163360
32768,518599.062941,123384.000000,317375.231734
65536,260961.135248,79313.000000,219923.902635
