frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,213957.056577,128980.000000,3168.455775
4,447292.229348,266981.000000,538.391122
8,162382.113316,63866.000000,207.675227
16,707593.097579,256118.000000,277.949636
32,228115.598862,62767.000000,491.298280
64,703257.980797,238140.000000,1353.662070
128,595889.469290,245680.000000,12167.099819
256,549298.165799,181210.000000,1209.893797
512,677876.880770,268686.000000,6334.399340
1024,712344.546376,283542.000000,140282.640116
2048,636301.379276,261904.000000,34870.862550
4096,1338202.295947,306785.000000,411715.174209
8192,689928.451480,255484.000000,232184.627585
16384,1333729.428530,260167.000000,752824.086575
32768,874921.473550,174074.000000,782756.502363
65536,2059419.917264,129486.000000,2001110.961081
