frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,476093.010441,201365.000000,2230.418122
4,338368.055016,39222.000000,462.402422
8,292557.466975,73455.000000,277.549995
16,1260262.333648,281247.000000,3362.422192
32,5561548.285825,338277.000000,136079.036398
64,117302.152968,37723.000000,2153.680338
128,300849.214403,184608.000000,23257.194951
256,508240.593913,168148.000000,2523.954437
512,3359229.223154,212109.000000,142571.866387
1024,3738638.710519,231785.000000,629972.685747
2048,736080.395017,162939.000000,11548.587879
4096,289279.663589,60520.000000,45512.626907
8192,408972.258232,204003.000000,39795.034389
16384,273904.574535,55861.000000,75335.594695
32768,348020.900622,125724.000000,221673.268415
65536,325189.323363,183320.000000,102086.049537
