frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,560229.547960,188765.000000,25.377155
4,328042.115421,197450.000000,1429.152546
8,284466.955912,180411.000000,4262.463490
16,77211.490162,17542.000000,1602.140755
32,574467.676413,248519.000000,699.015737
64,217067.499205,119434.000000,644.395841
128,155977.597776,44393.000000,1696.306576
256,433605.550858,206961.000000,14482.799246
512,349771.647785,246951.000000,6773.087627
1024,327030.832666,155673.000000,26669.445045
2048,241742.512060,109626.000000,43331.083716
4096,228556.157495,96221.000000,82213.713382
8192,421654.288434,158640.000000,256756.595072
16384,353482.928395,103962.000000,178237.855499
32768,1525652.904100,222839.000000,1119951.643253
65536,732245.437643,187499.000000,691181.242195
