frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,343311.923868,63773.000000,6076.505410
4,257545.637835,111394.000000,5402.680261
8,413534.307855,55822.000000,17.492856
16,303371.320236,56012.000000,1158.780825
32,346015.565128,172398.000000,4076.832839
64,2267823.778319,169139.000000,1443.461811
128,434472.997659,238505.000000,15377.383880
256,310682.216610,110720.000000,1843.078946
512,224818.788917,44651.000000,16002.065273
1024,290892.363097,80993.000000,5983.739383
2048,309838.271732,229849.000000,5175.452734
4096,1617272.618428,176589.000000,370235.051604
8192,263224.566591,103138.000000,218577.338674
16384,301630.555112,137970.000000,181084.415782
32768,338099.831641,83774.000000,241250.533295
65536,5992342.319757,217562.000000,4911320.395037
