frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,120063.607879,33220.000000,236.869162
4,534983.882401,296498.000000,98.442877
8,326952.238134,247966.000000,322.742932
16,444694.696946,199546.000000,773.003234
32,569509.769384,253634.000000,326.576178
64,249990.068819,116953.000000,9522.985036
128,279220.491137,99841.000000,1302.455374
256,1110341.796941,292635.000000,4512.246890
512,910324.026770,285502.000000,23925.898604
1024,723716.534339,262217.000000,31473.489606
2048,670149.487346,278527.000000,40772.760650
4096,1067551.602420,284901.000000,499688.298158
8192,527050.863362,228623.000000,175601.349784
16384,647026.285462,132052.000000,477449.569119
32768,1235409.840502,156687.000000,1174531.423429
65536,1199009.143908,101328.000000,435447.251442
