frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4844435.048378,295201.000000,0.000000
4,6242095.024069,300715.000000,0.000000
8,4808369.245400,305014.000000,0.000000
16,5860263.657029,301689.000000,0.000000
32,6381150.788941,306248.000000,0.000000
64,6572130.086067,301767.000000,0.000000
128,6471092.764193,302153.000000,0.000000
256,7517545.046149,304470.000000,0.000000
512,6707088.138143,303107.000000,0.000000
1024,8167972.431215,301241.000000,0.000000
2048,6705405.440692,305157.000000,0.000000
4096,4610712.161889,254272.000000,0.000000
8192,6521489.671811,303106.000000,0.000000
16384,4437843.530844,164680.000000,0.000000
32768,9652230.027775,277967.000000,0.000000
65536,3845367.529446,189827.000000,0.000000
