frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2274575.100272,299947.000000,5064.455844
4,1950151.433757,216211.000000,2453.913405
8,5019412.885831,268418.000000,62.000000
16,6384364.452058,303890.000000,233705.031859
32,5729497.657340,304532.000000,217448.974757
64,5971099.908250,307152.000000,120794.424896
128,6915357.554101,303132.000000,234644.573939
256,6750378.758477,303944.000000,145093.612575
512,7912254.435750,307686.000000,927113.325962
1024,7072805.551823,308663.000000,710539.074063
2048,7497538.423577,305424.000000,382136.880596
4096,6416355.550199,282884.000000,1176048.476838
8192,5902813.900968,300157.000000,1516732.239613
16384,2822334.682325,200584.000000,1322553.673440
32768,9944517.281562,306633.000000,7887486.722872
65536,5723395.289925,186551.000000,5329804.618664
