frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6366171.142355,304020.000000,0.000000
4,5449035.275186,303733.000000,0.000000
8,4830942.144101,293972.000000,0.000000
16,4657596.814683,301998.000000,0.000000
32,7390211.861854,302576.000000,0.000000
64,7858455.966622,301847.000000,0.000000
128,6463299.904786,303027.000000,0.000000
256,7311844.124912,285329.000000,0.000000
512,7431267.239950,297352.000000,0.000000
1024,4761044.876485,249941.000000,0.000000
2048,7943015.523590,290112.000000,0.000000
4096,6931442.056651,302442.000000,0.000000
8192,6554190.288472,304778.000000,0.000000
16384,7192070.426545,260609.000000,0.000000
32768,10214626.322742,305168.000000,0.000000
65536,4859007.444062,254195.000000,0.000000
