frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5962005.287646,304995.000000,22941.963604
4,5811590.355541,299194.000000,38.418745
8,3322819.213343,244737.000000,254.338357
16,5526158.396834,257893.000000,145267.416381
32,7171585.049587,291734.000000,380167.065399
64,7330757.235348,299950.000000,520194.087408
128,7611316.600750,304765.000000,125738.689360
256,7536917.899225,304350.000000,1097357.100174
512,8120537.669745,305198.000000,962462.592711
1024,7197798.361228,301534.000000,498231.434971
2048,9290386.061077,300621.000000,2403073.429691
4096,3841137.914105,204856.000000,1861066.086423
8192,6478211.296961,298926.000000,2850386.844927
16384,9740386.506013,303297.000000,4171048.682804
32768,8682427.296245,240264.000000,6407992.759746
65536,13026636.210659,303871.000000,12945451.923710
