frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3951545.926308,302793.000000,187.269859
4,2099769.963704,228302.000000,936.188549
8,5126695.227584,292840.000000,55721.029244
16,4442813.232961,304291.000000,296393.767838
32,5388720.685784,305786.000000,4507.295420
64,6685654.123636,305162.000000,126595.188582
128,6429345.928426,304937.000000,366114.561103
256,6933771.849323,304368.000000,927338.913927
512,8120294.557149,303228.000000,670952.425334
1024,7098436.995620,289969.000000,1712325.324192
2048,7844366.778528,305241.000000,256664.117784
4096,7424572.242208,303758.000000,1114672.677946
8192,4862434.675044,292024.000000,1056849.201835
16384,8320363.949426,281034.000000,5080145.990997
32768,6955691.954455,277826.000000,5883048.241159
65536,12343111.848737,306587.000000,11629485.334222
