frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2478355.848169,228086.000000,62084.038118
4,4000102.313867,296159.000000,43709.017960
8,6217708.348283,295361.000000,52.488094
16,2799520.863036,173606.000000,59870.785856
32,6981086.076062,294162.000000,68451.267424
64,6437799.555499,283935.000000,297.817058
128,7618293.481004,303569.000000,210143.902936
256,8156775.255998,300922.000000,588144.584782
512,4104006.447459,264048.000000,115352.724909
1024,5986057.185525,284034.000000,84941.600503
2048,7714834.445812,290531.000000,1914966.531873
4096,9865362.234151,304259.000000,804890.869254
8192,8482074.020645,304065.000000,2895454.637498
16384,7598575.569023,302913.000000,3812922.192052
32768,4192701.702110,183121.000000,1929990.859561
65536,9574423.095895,242133.000000,9569697.583786
