frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4957738.693128,304205.000000,165091.012214
4,4993805.049625,297582.000000,142697.000000
8,6232384.481973,301381.000000,70.908392
16,4916055.127327,266806.000000,33339.718895
32,6538845.727083,305155.000000,89755.026907
64,6155658.609668,300474.000000,148282.662560
128,7357672.106090,300587.000000,504332.390784
256,7150737.602686,303159.000000,522016.895274
512,8922053.112141,303308.000000,1676371.488454
1024,7080280.025001,282081.000000,1517537.871348
2048,6416399.073853,290043.000000,392146.601534
4096,2164139.677775,106733.000000,518220.858694
8192,3211769.151745,138205.000000,210827.257519
16384,8159664.902398,303237.000000,4319661.038515
32768,8256475.537745,274268.000000,2455917.933768
65536,9063719.210061,302910.000000,5075535.449663
