frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3800666.600030,297686.000000,72.201108
4,4840261.948537,273471.000000,13936.114057
8,6830108.913497,300887.000000,22479.073046
16,5403719.853709,250323.000000,153441.586260
32,5434247.766299,267076.000000,188057.081279
64,7043996.300631,301290.000000,74654.720172
128,6554131.125533,300384.000000,182875.146004
256,8971818.819298,306348.000000,975058.876513
512,6982770.808835,299809.000000,833756.119809
1024,6465197.518957,284274.000000,163007.988896
2048,6659754.371273,298388.000000,315660.533276
4096,6780249.066294,298438.000000,2744210.386149
8192,8790636.702975,295727.000000,4840923.299082
16384,9320027.277549,274529.000000,4256723.498354
32768,7483838.330133,276092.000000,4426604.014617
65536,10099520.475158,304121.000000,8045551.435972
