frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4202560.365804,302306.000000,54.635154
4,6058731.905391,305687.000000,157026.031660
8,5601496.644288,307217.000000,233.227357
16,5106922.849331,306246.000000,36002.164129
32,7499100.564156,303026.000000,124989.314815
64,6991007.249394,308147.000000,657567.927605
128,6785962.044602,305069.000000,463939.847260
256,7192834.045441,304815.000000,926546.531422
512,6829419.708664,283400.000000,1079300.399386
1024,7099817.178837,302757.000000,825425.073878
2048,4805792.084901,203218.000000,1292216.406346
4096,6431656.597529,280690.000000,668437.136051
8192,7477238.813199,299940.000000,2716964.929479
16384,4827387.483737,304854.000000,865940.989368
32768,5563773.360859,252474.000000,2262941.781392
65536,6167207.240227,243627.000000,5638999.887064
