frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5996833.747257,301397.000000,78414.006529
4,6139048.102995,293601.000000,121.387808
8,4884956.061898,299981.000000,146.860478
16,4707927.117884,298599.000000,25517.015676
32,7456187.696935,281739.000000,140.850985
64,7435019.090008,301765.000000,372765.239016
128,7377911.942900,290451.000000,435590.845768
256,8033440.702422,304963.000000,278443.873621
512,9160107.117282,304454.000000,1206054.334220
1024,7713769.485433,290398.000000,1399543.881917
2048,8814199.966274,293715.000000,2338700.671439
4096,6574001.988979,301649.000000,2090354.598639
8192,9316066.872629,304689.000000,3938673.818238
16384,4879315.491435,290055.000000,1428615.008326
32768,9743123.263172,281400.000000,6483458.944470
65536,8792005.911463,253967.000000,5038465.458133
