frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3981092.611513,280972.000000,1448.052831
4,6169784.201835,291965.000000,122.298814
8,3291953.109483,268683.000000,229197.016276
16,4133110.820573,304675.000000,328.948324
32,3428098.418777,207609.000000,45.321077
64,7335651.285184,305973.000000,443372.972992
128,6268196.283432,304629.000000,330112.224540
256,7386136.178921,300440.000000,411365.883139
512,7678232.758453,301990.000000,393697.272492
1024,4470985.591987,215130.000000,871966.025836
2048,7644460.688543,276187.000000,94548.755761
4096,6225157.913398,303935.000000,1070307.572871
8192,3671816.962988,241671.000000,1420365.185316
16384,8850324.115003,296416.000000,5429570.194542
32768,5018265.421256,220495.000000,2822663.503589
65536,11594191.593568,303617.000000,9654238.339153
