frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6259910.451671,284835.000000,61.000000
4,6522610.519034,299496.000000,92099.018947
8,6958522.334607,302024.000000,38599.974663
16,6694850.569589,305361.000000,243224.072939
32,7002544.967562,290977.000000,244139.990905
64,6285465.563400,297714.000000,329898.521794
128,6271634.446716,292136.000000,531229.959704
256,7826963.818176,303142.000000,519218.197665
512,6483156.842173,290286.000000,247241.527070
1024,5858920.317456,277859.000000,573889.038832
2048,7060461.374660,303375.000000,1224625.663134
4096,6490350.650239,303883.000000,2377204.982354
8192,7299414.528115,230070.000000,1852798.927376
16384,2794438.661992,154137.000000,879883.083663
32768,4904497.241867,179384.000000,3890059.600930
65536,9649381.660230,250890.000000,8361593.291960
