frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5835141.087298,301434.000000,0.000000
4,5343574.627982,301671.000000,0.000000
8,4965734.793165,293605.000000,0.000000
16,5179922.929257,300296.000000,0.000000
32,4001898.108381,300341.000000,0.000000
64,6013077.932513,304668.000000,0.000000
128,5912835.110609,274750.000000,0.000000
256,4923878.878105,232892.000000,0.000000
512,7549969.344889,290378.000000,0.000000
1024,6284027.008737,302008.000000,0.000000
2048,6765643.477059,302362.000000,0.000000
4096,7423069.751337,306606.000000,0.000000
8192,8206447.678970,303762.000000,0.000000
16384,8032626.939282,292575.000000,0.000000
32768,7871015.955633,308215.000000,0.000000
65536,11298408.737594,307115.000000,0.000000
