frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4939049.151514,298436.000000,759.422149
4,6018478.126149,294274.000000,195.555619
8,3736445.062490,288679.000000,339.882333
16,6022105.094294,299029.000000,1491.269258
32,5476836.594737,303658.000000,595.639153
64,7073237.524636,305299.000000,184150.912393
128,7679507.852433,299944.000000,650987.579221
256,7407912.023594,305129.000000,171169.726725
512,6563367.228049,303127.000000,755675.818596
1024,7661456.970580,303778.000000,265372.828285
2048,5284073.803304,277671.000000,1021231.920607
4096,6179097.964223,296552.000000,955842.338646
8192,6361070.871075,304221.000000,2675090.376902
16384,9385661.487166,268616.000000,5342281.114517
32768,6846467.239537,300517.000000,4449781.083874
65536,12214402.264397,302653.000000,11716526.274886
