frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3086880.153504,249617.000000,0.000000
4,1003845.475062,104565.000000,0.000000
8,6317268.959333,295934.000000,0.000000
16,6780282.027985,304732.000000,0.000000
32,6264099.892964,297522.000000,0.000000
64,7756819.255210,297608.000000,0.000000
128,8346114.017617,303380.000000,0.000000
256,8872334.352626,301776.000000,0.000000
512,8470246.383792,304212.000000,0.000000
1024,7655073.562512,304142.000000,0.000000
2048,8107888.862266,299186.000000,0.000000
4096,3415808.913878,286821.000000,0.000000
8192,4121662.876681,247997.000000,0.000000
16384,4954875.852089,277429.000000,0.000000
32768,12469005.640783,304788.000000,0.000000
65536,424784.132197,38188.000000,0.000000
