frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5331048.326726,306287.000000,0.000000
4,4337419.047002,287402.000000,0.000000
8,5279747.294408,295532.000000,0.000000
16,3825909.064493,288399.000000,0.000000
32,5632759.880870,257749.000000,0.000000
64,5898822.909806,282897.000000,0.000000
128,6934481.499761,303685.000000,0.000000
256,7390650.440084,308340.000000,0.000000
512,7017279.158926,306712.000000,0.000000
1024,7046458.368993,299991.000000,0.000000
2048,7973428.454797,304908.000000,0.000000
4096,2257106.993225,231251.000000,0.000000
8192,5066331.080207,262797.000000,0.000000
16384,8096386.736529,283876.000000,0.000000
32768,7709431.209022,296494.000000,0.000000
65536,6913126.750897,254471.000000,0.000000
