frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5587965.678672,304134.000000,0.000000
4,4928193.272204,299682.000000,0.000000
8,5687013.115782,304434.000000,0.000000
16,5500699.369804,302722.000000,0.000000
32,5318232.582873,296501.000000,0.000000
64,5826537.185057,303586.000000,0.000000
128,7155422.615317,302518.000000,0.000000
256,6807444.724299,302301.000000,0.000000
512,7971166.925763,299500.000000,0.000000
1024,7853613.503607,274220.000000,0.000000
2048,6267356.049230,261564.000000,0.000000
4096,7037909.192714,270295.000000,0.000000
8192,10794843.917689,302775.000000,0.000000
16384,4849134.944414,275167.000000,0.000000
32768,9769552.447944,275184.000000,0.000000
65536,9443755.991300,303630.000000,0.000000
