frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4670648.166955,255301.000000,158216.005546
4,5050133.870187,241411.000000,80853.240034
8,2435291.864664,191776.000000,138.343775
16,3984176.074947,233856.000000,81291.732808
32,6694692.145010,304294.000000,237640.341872
64,5689447.523754,291953.000000,335833.058538
128,6741766.224466,300772.000000,422065.078303
256,7850064.138014,303142.000000,339407.846998
512,7452833.835153,300297.000000,789978.925417
1024,6709068.258004,303695.000000,1230553.176510
2048,8255667.017397,305059.000000,2794292.084524
4096,10042797.883409,304789.000000,1563822.257257
8192,5948432.733898,255837.000000,1362722.707168
16384,5196145.044627,190139.000000,2951823.772659
32768,6994354.277081,304286.000000,4567252.174747
65536,9968710.033929,300677.000000,0.000000
