frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3487756.771254,304414.000000,0.000000
4,5554307.380407,303843.000000,0.000000
8,5157746.723582,300226.000000,0.000000
16,5590033.214676,302418.000000,0.000000
32,6404154.359810,301061.000000,0.000000
64,5587858.752507,301025.000000,0.000000
128,6883451.794037,306222.000000,0.000000
256,6709590.689146,301954.000000,0.000000
512,6944671.635598,306665.000000,0.000000
1024,6729163.814394,304274.000000,0.000000
2048,7830171.102027,294974.000000,0.000000
4096,1967087.405507,140374.000000,0.000000
8192,7505414.315224,303448.000000,0.000000
16384,9289787.864132,303412.000000,0.000000
32768,3302250.120374,176696.000000,0.000000
65536,3175378.997262,165362.000000,0.000000
