frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2578908.866913,196267.000000,0.000000
4,5991981.996960,302652.000000,0.000000
8,5093722.359742,303329.000000,0.000000
16,5568925.451933,301167.000000,0.000000
32,7308048.034213,305309.000000,0.000000
64,8851505.923565,303432.000000,0.000000
128,6254734.297168,301630.000000,0.000000
256,8437039.355393,299247.000000,0.000000
512,6324283.103912,304597.000000,0.000000
1024,8829865.053698,300402.000000,0.000000
2048,4840608.374517,302173.000000,0.000000
4096,9936956.010314,304657.000000,0.000000
8192,3265674.244546,197992.000000,0.000000
16384,9260627.128417,293595.000000,0.000000
32768,10408959.234986,304649.000000,0.000000
65536,11008641.922639,303113.000000,0.000000
