frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2572607.589035,169325.000000,130.797553
4,2420317.997578,259318.000000,771.595749
8,5670509.971946,305350.000000,171893.115115
16,5428478.514557,277678.000000,182.496575
32,6324075.828806,301899.000000,591999.429146
64,7131297.163885,303753.000000,278292.146982
128,7743547.081968,303389.000000,160979.566318
256,7649916.747377,302184.000000,901706.300433
512,6310171.535564,298015.000000,908539.635409
1024,7981950.672458,303779.000000,912331.577934
2048,8629374.485630,299175.000000,1348213.025035
4096,7433999.079101,262957.000000,1970247.203768
8192,8659437.647153,300042.000000,4096387.979953
16384,9451549.122194,291448.000000,5932855.375307
32768,6713291.681404,280096.000000,4554957.897524
65536,3881796.185270,197700.000000,0.000000
