frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2790164.915742,246408.000000,217.625826
4,4462457.689715,238227.000000,6411.870554
8,6125673.341671,285174.000000,110.245181
16,7572919.709877,297201.000000,35729.608590
32,7035698.796122,300152.000000,328195.735961
64,6488960.726733,302484.000000,310612.187481
128,8155085.181763,301532.000000,903318.127422
256,7388492.670834,306416.000000,839989.180799
512,8246115.097461,304293.000000,1466529.898122
1024,7477109.734277,305208.000000,1923577.626914
2048,7661363.319592,304317.000000,504390.601253
4096,9315197.704797,281666.000000,3613416.346605
8192,6858813.740361,302233.000000,3036783.657188
16384,10523666.968794,280808.000000,8512032.511077
32768,2157897.994926,114953.000000,0.000000
65536,8697791.402915,304765.000000,6898860.487029
