frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6834276.906719,303483.000000,45.011110
4,4455526.380908,226038.000000,47.560488
8,5178233.124051,281495.000000,57.939624
16,5557870.349781,304061.000000,38152.207826
32,6455210.457330,303019.000000,159319.633435
64,6549855.759054,303423.000000,213259.777054
128,6257832.119870,304152.000000,495281.256630
256,7523085.100604,301890.000000,932973.115452
512,7044644.710149,297109.000000,868661.386820
1024,7676205.782530,301288.000000,762715.064060
2048,4696270.915652,302208.000000,190337.706598
4096,5679779.185777,291459.000000,1897711.484507
8192,6977016.493587,244026.000000,2848742.285387
16384,5406392.677781,306273.000000,2691104.300209
32768,1770863.575696,107102.000000,1522809.028539
65536,6903613.674647,302856.000000,2357405.868384
