frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5333438.616982,304407.000000,49.000000
4,5182202.565552,301116.000000,58073.911905
8,5342827.841285,260239.000000,998.298052
16,6984284.472375,267167.000000,92045.102857
32,5650128.778203,294094.000000,315788.886567
64,6887985.120886,302848.000000,343023.569456
128,7962088.412422,304487.000000,875580.214246
256,7925683.621363,293867.000000,709024.361550
512,7101059.457479,305607.000000,563483.790208
1024,6220302.548307,263235.000000,300973.562296
2048,9208461.041906,302751.000000,2587326.580835
4096,7106278.189222,287867.000000,1225760.535881
8192,9456712.867000,291108.000000,3214474.219015
16384,4689267.399836,175859.000000,3607154.274135
32768,5892510.906964,274542.000000,2268174.160802
65536,2310183.852137,110913.000000,0.000000
